iid,pid,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec_o
170,142,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,0
170,143,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,0
170,144,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,16,16,16,18,18,16,7,8,8,9,9,0
170,145,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,0
170,146,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,0
170,147,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,18,18,20,18,16,10,8,7,8,9,7,0
170,148,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,15.09,16.98,16.98,18.87,18.87,13.21,8,9,9,9,8,0
170,149,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,0
170,150,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,12,20,20,20,14,14,7,9,8,9,8,0
170,151,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,14.55,16.36,18.18,18.18,16.36,16.36,9,10,10,10,8,0
170,152,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,14,20,20,14,18,14,7,9,8,10,8,0
170,153,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,9.76,19.51,19.51,14.63,19.51,17.07,7,7,6,7,6,0
170,154,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,9,9,0
170,155,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,0
170,156,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,14,18,16,18,18,16,8,10,10,9,10,0
170,157,16.28,20.93,18.6,18.6,13.95,11.63,7,8,6,9,8,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,0
171,142,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,1
171,143,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,1
171,144,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,16,16,16,18,18,16,7,8,8,9,9,0
171,145,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,0
171,146,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,0
171,147,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,18,18,20,18,16,10,8,7,8,9,7,0
171,148,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,15.09,16.98,16.98,18.87,18.87,13.21,8,9,9,9,8,0
171,149,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,1
171,150,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,12,20,20,20,14,14,7,9,8,9,8,0
171,151,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,14.55,16.36,18.18,18.18,16.36,16.36,9,10,10,10,8,0
171,152,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,14,20,20,14,18,14,7,9,8,10,8,0
171,153,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,9.76,19.51,19.51,14.63,19.51,17.07,7,7,6,7,6,1
171,154,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,9,9,1
171,155,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,0
171,156,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,14,18,16,18,18,16,8,10,10,9,10,0
171,157,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,0
172,142,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,1
172,143,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,1
172,144,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,16,16,16,18,18,16,7,8,8,9,9,0
172,145,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,1
172,146,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,0
172,147,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,18,18,20,18,16,10,8,7,8,9,7,1
172,148,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,15.09,16.98,16.98,18.87,18.87,13.21,8,9,9,9,8,0
172,149,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,1
172,150,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,12,20,20,20,14,14,7,9,8,9,8,0
172,151,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,14.55,16.36,18.18,18.18,16.36,16.36,9,10,10,10,8,0
172,152,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,14,20,20,14,18,14,7,9,8,10,8,0
172,153,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,9.76,19.51,19.51,14.63,19.51,17.07,7,7,6,7,6,1
172,154,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,9,9,1
172,155,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,0
172,156,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,14,18,16,18,18,16,8,10,10,9,10,1
172,157,17.78,17.78,22.22,20,15.56,6.67,5,6,9,8,9,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,0
173,142,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,1
173,143,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,8.33,20.83,20.83,14.58,16.67,18.75,7,10,7,8,7,0
173,144,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,16,16,16,18,18,16,7,8,8,9,9,0
173,145,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,11.36,18.18,22.73,18.18,11.36,18.18,5,5,7,9,7,1
173,146,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,18.18,18.18,18.18,18.18,13.64,13.64,8,8,8,8,8,0
173,147,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,18,18,20,18,16,10,8,7,8,9,7,0
173,148,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,15.09,16.98,16.98,18.87,18.87,13.21,8,9,9,9,8,0
173,149,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,1
173,150,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,12,20,20,20,14,14,7,9,8,9,8,0
173,151,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,14.55,16.36,18.18,18.18,16.36,16.36,9,10,10,10,8,1
173,152,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,14,20,20,14,18,14,7,9,8,10,8,0
173,153,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,9.76,19.51,19.51,14.63,19.51,17.07,7,7,6,7,6,0
173,154,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,15.38,17.31,17.31,17.31,17.31,15.38,8,9,9,9,9,1
173,155,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,0
173,156,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,14,18,16,18,18,16,8,10,10,9,10,1
173,157,18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,0
184,174,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
184,175,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
184,176,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,1
184,177,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,1
184,178,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,0
184,179,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
184,180,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,1
184,181,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
184,182,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,1
184,183,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,5,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,1
185,174,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,0
185,175,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,0
185,176,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,0
185,177,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
185,178,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
185,179,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
185,180,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
185,181,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
185,182,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
185,183,16.98,15.09,16.98,16.98,18.87,15.09,10,10,7,8,8,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
186,174,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
186,175,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,0
186,176,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,1
186,177,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
186,178,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
186,179,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
186,180,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
186,181,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
186,182,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
186,183,19.44,19.44,22.22,16.67,11.11,11.11,4,8,4,7,6,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
187,174,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
187,175,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,0
187,176,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,0
187,177,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
187,178,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,0
187,179,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
187,180,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
187,181,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,0
187,182,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
187,183,16.98,16.98,18.87,16.98,13.21,16.98,8,9,7,10,7,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
188,174,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
188,175,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
188,176,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,0
188,177,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
188,178,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,0
188,179,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
188,180,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
188,181,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,0
188,182,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
188,183,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
189,174,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
189,175,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
189,176,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,0
189,177,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
189,178,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
189,179,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
189,180,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
189,181,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
189,182,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
189,183,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
190,174,15.56,20,20,20,13.33,11.11,7,7,7,7,7,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
190,175,15.56,20,20,20,13.33,11.11,7,7,7,7,7,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
190,176,15.56,20,20,20,13.33,11.11,7,7,7,7,7,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,0
190,177,15.56,20,20,20,13.33,11.11,7,7,7,7,7,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,1
190,178,15.56,20,20,20,13.33,11.11,7,7,7,7,7,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
190,179,15.56,20,20,20,13.33,11.11,7,7,7,7,7,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,1
190,180,15.56,20,20,20,13.33,11.11,7,7,7,7,7,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
190,181,15.56,20,20,20,13.33,11.11,7,7,7,7,7,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
190,182,15.56,20,20,20,13.33,11.11,7,7,7,7,7,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
190,183,15.56,20,20,20,13.33,11.11,7,7,7,7,7,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
191,174,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
191,175,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
191,176,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,1
191,177,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,1
191,178,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
191,179,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
191,180,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
191,181,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
191,182,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,1
191,183,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,1
192,174,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
192,175,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,0
192,176,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,1
192,177,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,1
192,178,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,0
192,179,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
192,180,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,1
192,181,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,0
192,182,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,1
192,183,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,1
193,174,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,1
193,175,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,12.24,20.41,16.33,14.29,20.41,16.33,7,10,8,8,9,1
193,176,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,1
193,177,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,0
193,178,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,1
193,179,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,0
193,180,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,15.38,17.31,17.31,19.23,13.46,17.31,9,9,10,9,9,0
193,181,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,1
193,182,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,16.07,17.86,17.86,17.86,17.86,12.5,8,8,8,8,10,0
193,183,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,20,22.5,17.5,22.5,10,7.5,9,7,9,9,7,0
214,194,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,16,16,20,16,18,14,9,10,8,10,10,1
214,195,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,0
214,196,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,1
214,197,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,14,18,20,18,16,14,7,8,9,9,7,0
214,198,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,0
214,199,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,0
214,200,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,13.21,18.87,18.87,16.98,16.98,15.09,8,10,8,8,8,0
214,201,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.38,17.31,17.31,17.31,17.31,15.38,7,8,9,9,8,0
214,202,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.38,19.23,19.23,19.23,15.38,11.54,7,10,9,10,8,0
214,203,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,16,20,18,20,18,8,9,8,9,10,7,0
214,204,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,0
214,205,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.38,17.31,19.23,19.23,11.54,17.31,7,8,9,10,5,0
214,206,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,0
214,207,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,17.31,13.46,17.31,19.23,19.23,13.46,8,8,10,8,9,0
214,208,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,11.54,13.46,19.23,19.23,19.23,17.31,9,10,10,10,10,0
214,209,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,13.04,21.74,17.39,17.39,15.22,15.22,7,9,8,7,8,0
214,210,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,20,15.56,20,15.56,11.11,17.78,8,8,6,9,9,1
214,211,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,16.36,16.36,18.18,18.18,16.36,14.55,7,9,9,9,9,0
214,212,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,14.29,18.37,18.37,16.33,18.37,14.29,7,9,7,8,9,0
214,213,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,15.52,17.24,17.24,17.24,17.24,15.52,8,10,9,9,9,0
215,194,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,16,16,20,16,18,14,9,10,8,10,10,1
215,195,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,1
215,196,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,1
215,197,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,14,18,20,18,16,14,7,8,9,9,7,0
215,198,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,15.38,19.23,17.31,19.23,9.62,19.23,7,9,7,9,7,0
215,199,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,17.5,17.5,20,12.5,20,12.5,9,7,7,9,9,1
215,200,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,13.21,18.87,18.87,16.98,16.98,15.09,8,10,8,8,8,0
215,201,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,15.38,17.31,17.31,17.31,17.31,15.38,7,8,9,9,8,0
215,202,14.89,19.15,21.28,19.15,14.89,10.64,7,8,9,9,9,15.38,19.23,19.23,19.23,15.38,11.54,7,10,9,10,8,0
